xQuery - Property Name,propId,leaseId,specialId,specialName,timestamp,status,xQuery - Related Special,xQuery - Related Lease,Related Lease,Related Special,owner,primaryKey,chargeTiming,chargeTimingId,Date Created,Date Modified,Last Modified By,Lease - Property Name,leaseIntervalId,Link ID#,Link Owner,Special - Gift Card Amount,Special - Property Name,specialAmount,typeId,typeName
0,"1,143,679",13461744,12010444,Rates now include Utilities,"1,705,302,020",Available,,"32,473",,,gmh,13461744-17130329-12010444,,,11-10-2023 02:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,130,329",8278,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13461874,12010444,Rates now include Utilities,"1,705,302,020",Available,,"32,471",,,gmh,13461874-17131921-12010444,,,11-10-2023 02:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,131,921",8280,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13462041,12010444,Rates now include Utilities,"1,705,302,020",Available,,"32,339",,,gmh,13462041-17118188-12010444,,,11-10-2023 02:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,118,188",8282,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13462081,12010444,Rates now include Utilities,"1,705,302,020",Available,,"32,418",,,gmh,13462081-17132109-12010444,,,11-10-2023 02:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,132,109",8284,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13462346,12010444,Rates now include Utilities,"1,705,302,020",Available,,"32,652",,,gmh,13462346-17136166-12010444,,,11-10-2023 02:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,136,166",8286,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13462347,12010444,Rates now include Utilities,"1,705,302,020",Available,,"32,420",,,gmh,13462347-17136169-12010444,,,11-10-2023 02:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,136,169",8288,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13462383,12010444,Rates now include Utilities,"1,705,302,020",Available,,"32,340",,,gmh,13462383-17136266-12010444,,,11-10-2023 02:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,136,266",8290,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13462387,12010444,Rates now include Utilities,"1,705,302,020",Available,,"32,653",,,gmh,13462387-17136270-12010444,,,11-10-2023 02:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,136,270",8292,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13463521,12010444,Rates now include Utilities,"1,705,302,020",Available,,"32,686",,,gmh,13463521-17118732-12010444,,,11-10-2023 02:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,118,732",8294,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13465013,12010444,Rates now include Utilities,"1,705,302,020",Available,,"32,695",,,gmh,13465013-17139373-12010444,,,11-10-2023 02:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,139,373",8296,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13465016,12010444,Rates now include Utilities,"1,705,302,020",Available,,"32,696",,,gmh,13465016-17139376-12010444,,,11-10-2023 02:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,139,376",8298,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13454511,12010444,Rates now include Utilities,"1,705,302,020",Available,,"32,896",,,gmh,13454511-17114523-12010444,,,11-21-2023 02:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,114,523",8300,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13462627,12010444,Rates now include Utilities,"1,705,302,020",Available,,"32,897",,,gmh,13462627-17136841-12010444,,,11-21-2023 02:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,136,841",8301,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13465338,12010444,Rates now include Utilities,"1,705,302,020",Available,,"32,869",,,gmh,13465338-17144842-12010444,,,11-21-2023 02:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,144,842",8302,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13465369,12010444,Rates now include Utilities,"1,705,302,020",Available,,"32,864",,,gmh,13465369-17146425-12010444,,,11-21-2023 02:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,146,425",8303,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13465371,12010444,Rates now include Utilities,"1,705,302,020",Available,,"32,863",,,gmh,13465371-17146432-12010444,,,11-21-2023 02:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,146,432",8304,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13465504,12010444,Rates now include Utilities,"1,705,302,020",Available,,"33,062",,,gmh,13465504-17146761-12010444,,,11-21-2023 02:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,146,761",8305,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13465606,12010444,Rates now include Utilities,"1,705,302,020",Available,,"32,862",,,gmh,13465606-17148422-12010444,,,11-21-2023 02:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,148,422",8306,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
1008,"739,076",13446933,12010654,Group Special,"1,705,302,020",Available,,"31,264",,,gmh,13446933-17088647-12010654,,,11-21-2023 02:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,088,647",8307,JT Bailey <62477437.bhmt>,,,$250,2,Gift Incentive
1008,"739,076",13451246,12010654,Group Special,"1,705,302,020",Available,,"31,009",,,gmh,13451246-17101188-12010654,,,11-21-2023 02:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,101,188",8308,JT Bailey <62477437.bhmt>,,,$250,2,Gift Incentive
0,"1,143,679",13465399,12010444,Rates now include Utilities,"1,705,302,020",Available,,"33,318",,,gmh,13465399-17140999-12010444,,,11-22-2023 02:02 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,140,999",8309,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13465750,12010444,Rates now include Utilities,"1,705,302,020",Available,,"33,320",,,gmh,13465750-17149316-12010444,,,11-22-2023 02:02 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,149,316",8310,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13466031,12010444,Rates now include Utilities,"1,705,302,020",Available,,"33,319",,,gmh,13466031-17141089-12010444,,,11-22-2023 02:02 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,141,089",8311,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13466238,12010444,Rates now include Utilities,"1,705,302,020",Available,,"33,322",,,gmh,13466238-17150400-12010444,,,11-22-2023 02:02 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,150,400",8312,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13466353,12010444,Rates now include Utilities,"1,705,302,020",Available,,"33,321",,,gmh,13466353-17150721-12010444,,,11-22-2023 02:02 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,150,721",8313,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
1008,"739,076",13467758,12010654,Group Special,"1,705,302,020",Available,,"33,637",,,gmh,13467758-17155337-12010654,,,12-14-2023 01:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,155,337",8316,JT Bailey <62477437.bhmt>,,,$250,2,Gift Incentive
1008,"739,076",13467760,12010654,Group Special,"1,705,302,020",Available,,"33,649",,,gmh,13467760-17155339-12010654,,,12-14-2023 01:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,155,339",8317,JT Bailey <62477437.bhmt>,,,$250,2,Gift Incentive
0,"641,240",13467071,12008757,No Signing Fees!,"1,705,302,020",Available,149,"33,540",,,gmh,13467071-17153718-12008757,,,12-14-2023 01:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,153,718",8318,JT Bailey <62477437.bhmt>,,,-$25,1,Standard
0,"641,240",13467071,12010312,10 Month Leases!,"1,705,302,020",Available,,"33,540",,,gmh,13467071-17153718-12010312,,,12-14-2023 01:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,153,718",8319,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"641,240",13467072,12008757,No Signing Fees!,"1,705,302,020",Available,149,"33,541",,,gmh,13467072-17153719-12008757,,,12-14-2023 01:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,153,719",8320,JT Bailey <62477437.bhmt>,,,-$25,1,Standard
0,"641,240",13467072,12010312,10 Month Leases!,"1,705,302,020",Available,,"33,541",,,gmh,13467072-17153719-12010312,,,12-14-2023 01:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,153,719",8321,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"641,240",13467073,12008757,No Signing Fees!,"1,705,302,020",Available,149,"33,539",,,gmh,13467073-17153720-12008757,,,12-14-2023 01:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,153,720",8322,JT Bailey <62477437.bhmt>,,,-$25,1,Standard
0,"641,240",13467073,12010312,10 Month Leases!,"1,705,302,020",Available,,"33,539",,,gmh,13467073-17153720-12010312,,,12-14-2023 01:01 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,153,720",8323,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13456315,12010861,Waived Admin Fees,"1,705,302,020",Available,,"31,946",,,gmh,13456315-17111260-12010861,,,01-15-2024 01:05 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,111,260",8324,JT Bailey <62477437.bhmt>,,,$0,1,Standard
0,"1,143,679",13465601,12010444,Rates now include Utilities,"1,705,302,020",Available,,"33,612",,,gmh,13465601-17148395-12010444,,,01-15-2024 01:05 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,148,395",8325,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13465751,12010444,Rates now include Utilities,"1,705,302,020",Available,,"33,602",,,gmh,13465751-17149317-12010444,,,01-15-2024 01:05 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,149,317",8326,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13465752,12010444,Rates now include Utilities,"1,705,302,020",Available,,"33,704",,,gmh,13465752-17149318-12010444,,,01-15-2024 01:05 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,149,318",8327,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13466293,12010444,Rates now include Utilities,"1,705,302,020",Available,,"33,705",,,gmh,13466293-17150573-12010444,,,01-15-2024 01:05 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,150,573",8328,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13466398,12010444,Rates now include Utilities,"1,705,302,020",Available,,"34,035",,,gmh,13466398-17150917-12010444,,,01-15-2024 01:05 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,150,917",8329,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13466617,12010861,Waived Admin Fees,"1,705,302,020",Available,,"33,843",,,gmh,13466617-17151611-12010861,,,01-15-2024 01:05 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,151,611",8330,JT Bailey <62477437.bhmt>,,,$0,1,Standard
0,"1,143,679",13466617,12010444,Rates now include Utilities,"1,705,302,020",Available,,"33,843",,,gmh,13466617-17151611-12010444,,,01-15-2024 01:05 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,151,611",8331,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13466654,12010444,Rates now include Utilities,"1,705,302,020",Available,,"33,766",,,gmh,13466654-17149998-12010444,,,01-15-2024 01:05 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,149,998",8332,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13466709,12010444,Rates now include Utilities,"1,705,302,020",Available,,"33,706",,,gmh,13466709-17146760-12010444,,,01-15-2024 01:05 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,146,760",8333,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13466822,12010444,Rates now include Utilities,"1,705,302,020",Available,,"33,577",,,gmh,13466822-17152884-12010444,,,01-15-2024 01:05 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,152,884",8334,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13466829,12010444,Rates now include Utilities,"1,705,302,020",Available,,"33,533",,,gmh,13466829-17152885-12010444,,,01-15-2024 01:05 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,152,885",8335,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13466831,12010444,Rates now include Utilities,"1,705,302,020",Available,,"33,469",,,gmh,13466831-17152189-12010444,,,01-15-2024 01:05 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,152,189",8336,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13467055,12010861,Waived Admin Fees,"1,705,302,020",Available,,"33,576",,,gmh,13467055-17153678-12010861,,,01-15-2024 01:05 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,153,678",8337,JT Bailey <62477437.bhmt>,,,$0,1,Standard
0,"1,143,679",13467055,12010444,Rates now include Utilities,"1,705,302,020",Available,,"33,576",,,gmh,13467055-17153678-12010444,,,01-15-2024 01:05 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,153,678",8338,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13467628,12010861,Waived Admin Fees,"1,705,302,020",Available,,"34,247",,,gmh,13467628-17154921-12010861,,,01-15-2024 01:05 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,154,921",8339,JT Bailey <62477437.bhmt>,,,$0,1,Standard
0,"1,143,679",13467628,12010444,Rates now include Utilities,"1,705,302,020",Available,,"34,247",,,gmh,13467628-17154921-12010444,,,01-15-2024 01:05 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,154,921",8340,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13467645,12010861,Waived Admin Fees,"1,705,302,020",Available,,"33,702",,,gmh,13467645-17154952-12010861,,,01-15-2024 01:05 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,154,952",8341,JT Bailey <62477437.bhmt>,,,$0,1,Standard
0,"1,143,679",13467645,12010444,Rates now include Utilities,"1,705,302,020",Available,,"33,702",,,gmh,13467645-17154952-12010444,,,01-15-2024 01:05 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,154,952",8342,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13467649,12010861,Waived Admin Fees,"1,705,302,020",Available,,"33,703",,,gmh,13467649-17149426-12010861,,,01-15-2024 01:05 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,149,426",8343,JT Bailey <62477437.bhmt>,,,$0,1,Standard
0,"1,143,679",13467649,12010444,Rates now include Utilities,"1,705,302,020",Available,,"33,703",,,gmh,13467649-17149426-12010444,,,01-15-2024 01:05 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,149,426",8344,JT Bailey <62477437.bhmt>,,,$0,2,Gift Incentive
0,"1,143,679",13467819,12010861,Waived Admin Fees,"1,705,302,020",Available,,"33,978",,,gmh,13467819-17155555-12010861,,,01-15-2024 01:05 AM,01-15-2024 01:05 AM,JT Bailey <62477437.bhmt>,,"17,155,555",8345,JT Bailey <62477437.bhmt>,,,$0,1,Standard
