Lease ID,Count,Timestamp,Date Created,Date Modified,Record ID#,Record Owner,Last Modified By
R13456984,1,1722582020,10-20-2023 03:14 AM,08-02-2024 02:14 AM,30595,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13456974,1,1722582020,10-22-2023 03:14 AM,08-02-2024 02:14 AM,30676,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13372854,1,1722582020,10-24-2023 03:14 AM,08-02-2024 02:14 AM,30735,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13456951,1,1722582020,10-25-2023 03:14 AM,08-02-2024 02:14 AM,30790,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13299713,1,1722582020,10-25-2023 03:14 AM,08-02-2024 02:14 AM,30791,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13454349,1,1722582020,10-26-2023 03:14 AM,08-02-2024 02:14 AM,30838,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13387092,1,1722582020,10-26-2023 03:14 AM,08-02-2024 02:14 AM,30851,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13399077,2,1722582020,10-26-2023 03:14 AM,08-02-2024 02:14 AM,30852,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13387093,1,1722582020,10-26-2023 03:14 AM,08-02-2024 02:14 AM,30859,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13453012,1,1722582020,10-26-2023 03:14 AM,08-02-2024 02:14 AM,30874,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13428024,1,1722582020,10-29-2023 03:13 AM,08-02-2024 02:14 AM,31001,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13405364,1,1722582020,11-01-2023 03:14 AM,08-02-2024 02:14 AM,31126,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13314122,1,1722582020,11-02-2023 03:14 AM,08-02-2024 02:14 AM,31203,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13375087,1,1722582020,11-02-2023 03:14 AM,08-02-2024 02:14 AM,31212,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13454344,1,1722582020,11-07-2023 02:14 AM,08-02-2024 02:14 AM,31329,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13454376,1,1722582020,11-08-2023 02:23 AM,08-02-2024 02:14 AM,31383,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13390660,1,1722582020,11-08-2023 02:23 AM,08-02-2024 02:14 AM,31386,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13454336,1,1722582020,11-09-2023 02:13 AM,08-02-2024 02:14 AM,31433,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13454332,1,1722582020,11-10-2023 02:14 AM,08-02-2024 02:14 AM,31455,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13461490,1,1722582020,11-14-2023 12:14 AM,08-02-2024 02:14 AM,31543,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13454340,1,1722582020,11-14-2023 12:14 AM,08-02-2024 02:14 AM,31571,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13461489,1,1722582020,11-14-2023 12:14 AM,08-02-2024 02:14 AM,31582,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13461482,1,1722582020,11-14-2023 12:14 AM,08-02-2024 02:14 AM,31587,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13454337,1,1722582020,11-14-2023 12:14 AM,08-02-2024 02:14 AM,31612,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13466305,1,1722582020,11-15-2023 02:13 AM,08-02-2024 02:14 AM,31704,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13466302,1,1722582020,11-15-2023 02:13 AM,08-02-2024 02:14 AM,31715,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13453003,1,1722582020,11-16-2023 02:14 AM,08-02-2024 02:14 AM,31763,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13466326,1,1722582020,11-17-2023 02:14 AM,08-02-2024 02:14 AM,31791,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13387018,1,1722582020,11-18-2023 02:13 AM,08-02-2024 02:14 AM,31874,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13461497,1,1722582020,11-18-2023 02:13 AM,08-02-2024 02:14 AM,31916,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13461499,1,1722582020,11-21-2023 02:13 AM,08-02-2024 02:14 AM,31974,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13461485,1,1722582020,11-23-2023 02:14 AM,08-02-2024 02:14 AM,32075,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13454338,1,1722582020,11-27-2023 02:14 AM,08-02-2024 02:14 AM,32127,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13389660,1,1722582020,11-29-2023 02:24 AM,08-02-2024 02:14 AM,32147,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13467605,1,1722582020,11-29-2023 02:24 AM,08-02-2024 02:14 AM,32150,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13390641,1,1722582020,11-29-2023 02:24 AM,08-02-2024 02:14 AM,32160,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13389659,1,1722582020,11-29-2023 02:24 AM,08-02-2024 02:14 AM,32172,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13396810,1,1722582020,11-29-2023 02:24 AM,08-02-2024 02:14 AM,32176,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13461496,1,1722582020,11-29-2023 02:24 AM,08-02-2024 02:14 AM,32187,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13390642,1,1722582020,11-29-2023 02:24 AM,08-02-2024 02:14 AM,32195,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13401869,1,1722582020,11-30-2023 02:14 AM,08-02-2024 02:14 AM,32235,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13466315,1,1722582020,12-01-2023 02:13 AM,08-02-2024 02:14 AM,32245,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13466314,1,1722582020,12-06-2023 12:13 AM,08-02-2024 02:14 AM,32317,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13467649,1,1722582020,12-06-2023 12:13 AM,08-02-2024 02:14 AM,32331,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13467645,1,1722582020,12-06-2023 12:13 AM,08-02-2024 02:14 AM,32332,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13466306,1,1722582020,12-06-2023 12:13 AM,08-02-2024 02:14 AM,32346,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13461483,1,1722582020,12-07-2023 01:14 AM,08-02-2024 02:14 AM,32392,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13467615,1,1722582020,12-07-2023 01:14 AM,08-02-2024 02:14 AM,32397,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13401870,1,1722582020,12-08-2023 01:14 AM,08-02-2024 02:14 AM,32432,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13401868,1,1722582020,12-08-2023 01:14 AM,08-02-2024 02:14 AM,32455,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13461487,1,1722582020,12-10-2023 01:14 AM,08-02-2024 02:14 AM,32473,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13467626,1,1722582020,12-10-2023 01:14 AM,08-02-2024 02:14 AM,32474,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13467609,1,1722582020,12-10-2023 01:14 AM,08-02-2024 02:14 AM,32482,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13468932,1,1722582020,12-13-2023 01:14 AM,08-02-2024 02:14 AM,32565,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13468938,1,1722582020,12-13-2023 01:14 AM,08-02-2024 02:14 AM,32573,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13468975,1,1722582020,12-15-2023 01:14 AM,08-02-2024 02:14 AM,32631,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13468976,1,1722582020,12-17-2023 01:13 AM,08-02-2024 02:14 AM,32685,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13468950,1,1722582020,12-19-2023 01:14 AM,08-02-2024 02:14 AM,32712,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13443656,1,1722582020,12-19-2023 01:14 AM,08-02-2024 02:14 AM,32725,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13413827,1,1722582020,12-23-2023 12:14 AM,08-02-2024 02:14 AM,32733,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13468949,1,1722582020,12-23-2023 12:14 AM,08-02-2024 02:14 AM,32764,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13468963,1,1722582020,12-23-2023 12:14 AM,08-02-2024 02:14 AM,32776,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13468974,1,1722582020,12-29-2023 01:13 AM,08-02-2024 02:14 AM,32840,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13467600,1,1722582020,12-30-2023 01:13 AM,08-02-2024 02:14 AM,32852,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13399054,1,1722582020,01-05-2024 01:14 AM,08-02-2024 02:14 AM,32901,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13401856,1,1722582020,01-06-2024 01:14 AM,08-02-2024 02:14 AM,32925,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13468945,1,1722582020,01-07-2024 01:14 AM,08-02-2024 02:14 AM,32945,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13467617,1,1722582020,01-08-2024 01:14 AM,08-02-2024 02:14 AM,32970,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13468973,1,1722582020,01-08-2024 01:14 AM,08-02-2024 02:14 AM,32977,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13468957,1,1722582020,01-12-2024 01:14 AM,08-02-2024 02:14 AM,33086,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13399002,1,1722582020,01-22-2024 01:14 AM,08-02-2024 02:14 AM,33335,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13401848,1,1722582020,01-23-2024 01:14 AM,08-02-2024 02:14 AM,33359,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13472141,1,1722582020,01-24-2024 01:14 AM,08-02-2024 02:14 AM,33387,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13472145,1,1722582020,01-24-2024 01:14 AM,08-02-2024 02:14 AM,33403,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13468987,1,1722582020,01-25-2024 01:14 AM,08-02-2024 02:14 AM,33431,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13472188,1,1722582020,01-25-2024 01:14 AM,08-02-2024 02:14 AM,33448,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13472148,1,1722582020,01-26-2024 01:14 AM,08-02-2024 02:14 AM,33478,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13472158,1,1722582020,01-26-2024 01:14 AM,08-02-2024 02:14 AM,33495,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13472144,1,1722582020,01-27-2024 01:14 AM,08-02-2024 02:14 AM,33503,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13466313,1,1722582020,01-27-2024 01:14 AM,08-02-2024 02:14 AM,33528,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13472189,1,1722582020,01-28-2024 01:14 AM,08-02-2024 02:14 AM,33535,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13472150,1,1722582020,01-30-2024 01:14 AM,08-02-2024 02:14 AM,33572,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13468936,1,1722582020,01-30-2024 01:14 AM,08-02-2024 02:14 AM,33586,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13472195,1,1722582020,01-31-2024 01:14 AM,08-02-2024 02:14 AM,33596,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13468940,1,1722582020,01-31-2024 01:14 AM,08-02-2024 02:14 AM,33601,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13406699,1,1722582020,01-31-2024 01:14 AM,08-02-2024 02:14 AM,33622,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13456990,1,1722582020,02-01-2024 01:14 AM,08-02-2024 02:14 AM,33668,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13468988,1,1722582020,02-02-2024 01:14 AM,08-02-2024 02:14 AM,33715,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13425804,1,1722582020,02-03-2024 01:14 AM,08-02-2024 02:14 AM,33729,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13472149,1,1722582020,02-03-2024 01:14 AM,08-02-2024 02:14 AM,33733,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13472190,1,1722582020,02-06-2024 01:14 AM,08-02-2024 02:14 AM,33905,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13472174,1,1722582020,02-08-2024 01:14 AM,08-02-2024 02:14 AM,33975,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13472173,1,1722582020,02-08-2024 01:14 AM,08-02-2024 02:14 AM,33983,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13472171,1,1722582020,02-08-2024 01:14 AM,08-02-2024 02:14 AM,33987,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13472185,2,1722582020,02-08-2024 01:14 AM,08-02-2024 02:14 AM,33995,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13472175,1,1722582020,02-09-2024 01:14 AM,08-02-2024 02:14 AM,34021,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13473483,1,1722582020,02-09-2024 01:14 AM,08-02-2024 02:14 AM,34022,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13472180,1,1722582020,02-09-2024 01:14 AM,08-02-2024 02:14 AM,34030,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13472143,1,1722582020,02-10-2024 01:14 AM,08-02-2024 02:14 AM,34054,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13473475,1,1722582020,02-11-2024 01:14 AM,08-02-2024 02:14 AM,34066,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13473494,1,1722582020,02-11-2024 01:14 AM,08-02-2024 02:14 AM,34067,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13467639,2,1722582020,02-14-2024 01:14 AM,08-02-2024 02:14 AM,34107,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13473478,1,1722582020,02-18-2024 01:14 AM,08-02-2024 02:14 AM,34252,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13420956,1,1722582020,02-20-2024 01:14 AM,08-02-2024 02:14 AM,34269,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13473498,1,1722582020,02-20-2024 01:14 AM,08-02-2024 02:14 AM,34284,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13472193,1,1722582020,02-20-2024 01:14 AM,08-02-2024 02:14 AM,34295,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13416041,1,1722582020,02-22-2024 01:14 AM,08-02-2024 02:14 AM,34348,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13473499,1,1722582020,02-23-2024 01:14 AM,08-02-2024 02:14 AM,34351,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13405363,1,1722582020,02-24-2024 01:14 AM,08-02-2024 02:14 AM,34379,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13473495,1,1722582020,02-29-2024 01:15 AM,08-02-2024 02:14 AM,34491,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13473468,2,1722582020,02-29-2024 01:15 AM,08-02-2024 02:14 AM,34495,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13416011,1,1722582020,03-01-2024 01:14 AM,08-02-2024 02:14 AM,34534,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13474796,1,1722582020,03-21-2024 02:13 AM,08-02-2024 02:14 AM,35111,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
R13472131,1,1722582020,03-26-2024 02:13 AM,08-02-2024 02:14 AM,35193,Connected Data Service <3000.e5kr>,Connected Data Service <3000.e5kr>
